sym,entry,exit,qty,entry_px,exit_px,pnl,ret_pct,R,rate,mfe_pct,mae_pct,mfe_R,mae_R,hold
AZAENG,2026-06-16,2026-06-18,7.0,2142.003485714286,2063.25147,-551.2641100000005,-3.6765587096150187,-0.5252226728021449,0.07,1.0175760418263735,-3.4688779084553367,0.1453680059751962,-0.4955539869221909,2
AZAENG,2026-06-17,2026-06-18,3.0,2206.78993,2063.25147,-430.6153799999993,-6.504400715658498,-0.9292001022369288,0.07,-1.9480753204270673,-6.302816960923874,-0.2782964743467239,-0.9004024229891247,1
AZAENG,2026-06-17,2026-06-18,7.0,2206.78993,2055.3304285714285,-1060.2165100000002,-6.863340246825011,-0.9804771781178584,0.07,-1.9480753204270673,-6.302816960923874,-0.2782964743467239,-0.9004024229891247,1
ZENTEC,2026-06-10,2026-06-18,7.0,1808.42025,1926.2508733333334,824.8143633333345,6.515665998173459,0.9308094283104944,0.07,6.689802881824636,-5.160318792050688,0.9556861259749478,-0.7371883988643839,8
ZENTEC,2026-06-12,2026-06-18,8.0,1793.7693625,1926.2508733333334,1059.8520866666677,7.3856491031094595,1.0550927290156367,0.07,7.561208276574072,-0.2603100820883886,1.080172610939153,-0.03718715458405551,6
ZENTEC,2026-06-16,2026-06-18,15.0,1845.8083933333332,1926.6232375,1212.2226625000008,4.378289992534046,0.6254699989334346,0.07,4.528726110932313,0.48171883380645486,0.6469608729903304,0.06881697625806499,2
ZENTEC,2026-06-18,2026-06-18,1.0,1977.2376833333335,1926.6232375,-50.61444583333355,-2.5598564229266096,-0.3656937747038007,0.07,-2.4194199684018813,-2.4194199684018813,-0.34563142405741165,-0.34563142405741165,0
ZENTEC,2026-06-18,2026-06-18,5.0,1977.2376833333335,1926.3968133333333,-254.2043500000011,-2.5713079630512614,-0.3673297090073226,0.07,-2.4194199684018813,-2.4194199684018813,-0.34563142405741165,-0.34563142405741165,0
ZENTEC,2026-06-18,2026-06-18,10.0,1948.12775,1926.3968133333333,-217.3093666666682,-1.1154780104470463,-0.15935400149243525,0.07,-0.9613204267533315,-0.9613204267533315,-0.13733148953619018,-0.13733148953619018,0
NETTEC,2026-06-12,2026-06-18,1.0,4543.22976,5077.2049400000005,533.9751800000004,11.753206599879306,1.679029514268471,0.07,11.805923722422529,0.9722211363573985,1.686560531774647,0.13888873376534264,6
NETTEC,2026-06-16,2026-06-18,3.0,4743.030066666667,5077.2049400000005,1002.5246200000001,7.045598881648818,1.0065141259498296,0.07,7.096095293569782,2.980582693895628,1.0137278990813972,0.4257975276993754,2
NETTEC,2026-06-17,2026-06-18,4.0,4945.7442249999995,5077.2049400000005,525.8428600000043,2.6580572916708123,0.3797224702386888,0.07,2.7064839771409943,-0.6923978160233157,0.3866405681629992,-0.09891397371761652,1
NETTEC,2026-06-17,2026-06-18,2.0,4941.43044,5077.2049400000005,271.5490000000009,2.7476760352818097,0.3925251478974012,0.07,2.7961449964273966,-0.6057039629196903,0.39944928520391376,-0.08652913755995574,1
NETTEC,2026-06-17,2026-06-18,3.0,4941.43044,5071.715846153847,390.8562184615421,2.6365929407648814,0.37665613439498397,0.07,2.7961449964273966,-0.6057039629196903,0.39944928520391376,-0.08652913755995574,1
NETTEC,2026-06-18,2026-06-18,10.0,5128.56955,5071.715846153847,-568.5370384615271,-1.108568447631808,-0.15836692109025857,0.07,-0.9548383720368925,-0.9548383720368925,-0.13640548171955605,-0.13640548171955605,0
ARVFAS,2026-06-18,2026-06-18,30.0,478.0718166666667,477.9728433333333,-2.969200000001706,-0.020702607826472708,-0.0029575154037817138,0.07,0.005895209119377576,0.005895209119377576,0.0008421727313396535,0.0008421727313396535,0
LLOST,2026-06-18,2026-06-18,200.0,84.3126725,83.6189485,-138.74480000000062,-0.8227992061335732,-0.11754274373336819,0.07,0.530557847042501,0.530557847042501,0.0757939781489287,0.0757939781489287,0
ANGBRO,2026-05-21,2026-06-19,40.0,341.436202,354.57992,525.7487200000014,3.849538485670023,0.5499340693814316,0.07,3.5918270904384153,-5.17994339686334,0.5131181557769164,-0.7399919138376199,29
ANGBRO,2026-06-15,2026-06-19,20.0,354.859828,354.57992,-5.598159999999552,-0.07887846916275754,-0.011268352737536113,0.07,-0.32684116614067893,-1.8626588524413012,-0.046691595162954125,-0.2660941217773287,4
ANGBRO,2026-06-15,2026-06-19,30.0,354.859828,354.539456,-9.61116000000061,-0.09028128143037106,-0.012897325918624823,0.07,-0.32684116614067893,-1.8626588524413012,-0.046691595162954125,-0.2660941217773287,4
ANGBRO,2026-06-15,2026-06-19,50.0,354.66521800000004,354.539456,-6.288100000003283,-0.03545935536313216,-0.005065622194733901,0.07,-0.27214904394714523,-1.8088094559078116,-0.03887843484959217,-0.25840135084397303,4
ANGBRO,2026-06-18,2026-06-19,20.0,350.75261666666665,354.539456,75.73678666666638,1.079632525430907,0.15423321791870087,0.07,0.8403025931334129,0.5837114923875397,0.12004322759048755,0.08338735605536281,1
ANGBRO,2026-06-18,2026-06-19,40.0,350.75261666666665,354.138954,135.45349333333434,0.9654489153965606,0.13792127362807882,0.07,0.8403025931334129,0.5837114923875397,0.12004322759048755,0.08338735605536281,1
ANGBRO,2026-06-18,2026-06-19,10.0,350.955806,354.138954,31.83148000000017,0.9069939706311647,0.1295705672330239,0.07,0.7819201030684786,0.5254775582769655,0.1117028718669255,0.07506822261099506,1
BAJCOR,2026-06-04,2026-06-19,10.0,564.6085466666666,623.090844,584.8229733333335,10.358025516723202,1.4797179309604573,0.07,10.740441973708714,-2.2242926963840226,1.5343488533869591,-0.3177560994834318,15
BAJCOR,2026-06-05,2026-06-19,40.0,556.80287,623.090844,2651.5189599999985,11.905106379929386,1.700729482847056,0.07,12.292883835171331,-0.8536001260194714,1.756126262167333,-0.12194287514563876,14
SYRTEC,2026-06-03,2026-06-19,10.0,1201.30401,1317.71821,1164.1419999999994,9.69065274326355,1.384378963323363,0.07,12.111504564111119,-0.49979105622065534,1.7302149377301597,-0.07139872231723647,16
SOUBAN,2026-06-12,2026-06-19,300.0,46.082295249999994,48.010375333333336,578.4240250000025,4.1839931645621276,0.5977133092231622,0.07,5.224793463385513,1.253637100465399,0.7463990661979304,0.17909101435219985,7
ANGBRO,2026-06-18,2026-06-19,50.0,350.955806,350.39207000000005,-28.186799999997447,-0.1606287715895327,-0.02294696736993346,0.07,0.7819201030684786,0.5254775582769655,0.1117028718669255,0.07506822261099506,1
UNICAB,2026-06-09,2026-06-19,5.0,1215.24244,1258.4087466666667,215.8315333333337,3.5520736641379003,0.5074390948768419,0.07,4.793904334019139,-6.660600167979657,0.6848434762884483,-0.9515143097113796,10
UNICAB,2026-06-12,2026-06-19,10.0,1195.50182,1258.4087466666667,629.0692666666678,5.26196828932195,0.7517097556174215,0.07,6.524304580314233,-1.5810783123692773,0.9320435114734619,-0.22586833033846818,7
ADAPOR,2026-06-02,2026-06-19,5.0,1786.0895,1829.9199700000001,219.15235000000052,2.453990687476759,0.35057009821096474,0.07,3.1359290785820004,0.0565761122272912,0.4479898683688572,0.008082301746755885,17
ADAPOR,2026-06-10,2026-06-19,5.0,1834.2751400000002,1829.9199700000001,-21.77585000000022,-0.2374327550445865,-0.03391896500637025,0.07,0.4265914000229909,-2.571868253090992,0.06094162857471297,-0.3674097504415702,9
KWAWAL,2026-06-03,2026-06-19,200.0,30.8045544,35.883010250000005,1015.691170000001,16.486055224353468,2.3551507463362085,0.07,21.150916567064513,-0.6965022029339907,3.0215595095806442,-0.09950031470485579,16
KWAWAL,2026-06-04,2026-06-19,200.0,31.653601333333334,35.883010250000005,845.8817833333342,13.36154098905904,1.9087915698655762,0.07,17.901276404525813,2.8319010441402614,2.5573252006465443,0.4045572920200373,15
RASPER,2026-06-12,2026-06-22,25.0,543.893208,754.890424,5274.930400000002,38.79386851986577,5.541981217123682,0.07,39.770085159805866,2.6672133033880385,5.681440737115124,0.38103047191257694,10
CUMIND,2026-06-19,2026-06-22,5.0,5894.74248,5711.8469,-914.4779000000017,-3.1026899074987346,-0.4432414153569614,0.07,-0.5045594459963554,-2.2179506644029012,-0.0720799208566222,-0.3168500949147001,3
BAJCOR,2026-06-11,2026-06-22,25.0,582.5707633333333,623.585796,1025.375816666667,7.040352047876253,1.005764578268037,0.07,7.32601760213063,-2.8015074494898595,1.0465739431615184,-0.40021534992712277,11
SOUBAN,2026-06-12,2026-06-22,400.0,46.082295249999994,47.641062000000005,623.5067000000043,3.3825718565960727,0.48322455094229677,0.07,5.224793463385513,1.253637100465399,0.7463990661979304,0.17909101435219985,10
ADAPOR,2026-06-10,2026-06-22,10.0,1834.2751400000002,1815.61034,-186.6480000000024,-1.0175572678807754,-0.14536532398296767,0.07,0.4265914000229909,-2.571868253090992,0.06094162857471297,-0.3674097504415702,12
ZYDWEL,2026-06-08,2026-06-22,30.0,517.7943799999999,513.0500633333334,-142.32949999999732,-0.9162549556189781,-0.13089356508842584,0.07,3.6222138988839525,-4.064234918888065,0.5174591284119932,-0.5806049884125806,14
ANGBRO,2026-06-18,2026-06-22,40.0,350.955806,354.56863,144.51295999999957,1.029424200493212,0.14706060007045807,0.07,1.0953498800359007,0.5254775582769655,0.15647855429084295,0.07506822261099506,4
ANGBRO,2026-06-19,2026-06-22,40.0,358.3930266666667,354.56863,-152.97586666666803,-1.067095725114009,-0.15244224644485802,0.07,-1.0025381074192818,-1.3094637220806171,-0.14321972963132598,-0.18706624601151672,3
CUMIND,2026-06-22,2026-06-22,6.0,5751.690666666666,5756.7449375,30.32562499999949,0.08787452466150203,0.012553503523071564,0.07,0.2140124364592655,0.2140124364592655,0.030573205208466497,0.030573205208466497,0
CUMIND,2026-06-22,2026-06-22,10.0,5754.05437,5756.7449375,26.905674999998155,0.04675950776600324,0.006679929680856654,0.07,0.17284560347314848,0.17284560347314848,0.02469222906759264,0.02469222906759264,0
DATPAT,2026-05-21,2026-06-22,3.0,3949.4316,4853.60208,2712.5114399999993,22.893686271209248,3.2705266101727495,0.07,23.212666855655883,-2.7733509804296896,3.3160952650936975,-0.39619299720424134,32
DATPAT,2026-06-04,2026-06-22,2.0,4124.287133333333,4853.60208,1458.6298933333328,17.683418323913337,2.526202617701904,0.07,17.98887523301602,0.41250441874343124,2.5698393190022886,0.058929202677633026,18
NETTEC,2026-06-19,2026-06-22,4.0,5078.20464,5110.605425,129.60313999999926,0.6380362213996849,0.09114803162852737,0.07,0.6477753917376594,-0.3407629512149901,0.09253934167680848,-0.04868042160214144,3
UNICAB,2026-06-16,2026-06-22,10.0,1263.59005,1348.7982299999999,852.0817999999986,6.743340532002429,0.9633343617146337,0.07,6.751394568198776,-5.68934916826861,0.9644849383141108,-0.8127641668955157,6
WOCKHA,2026-06-17,2026-06-22,10.0,1998.1252,2014.4541199999999,163.28919999999925,0.8172120545799633,0.11674457922570851,0.07,1.234897593003681,-0.44667871662896763,0.1764139418576687,-0.06381124523270966,5
WOCKHA,2026-06-17,2026-06-22,10.0,2016.0007899999996,2014.4541199999999,-15.466699999997218,-0.07671971199970651,-0.01095995885710032,0.07,0.33726226863235453,-1.3294037449260943,0.04818032409033635,-0.18991482070372773,5
GOOLUC,2026-06-22,2026-06-22,20.0,1480.821935,1485.449395,92.54920000000311,0.31249266982260604,0.04464180997465684,0.07,0.1673438879739475,0.1673438879739475,0.023906269710563928,0.023906269710563928,0
BLIGVS,2026-06-03,2026-06-22,25.0,442.66628000000003,474.613728,798.6861999999987,7.217050279953541,1.0310071828505065,0.07,9.857023670291753,-5.210760575664364,1.4081462386131074,-0.7443943679520519,19
BLIGVS,2026-06-03,2026-06-22,15.0,442.66628000000003,474.61392750000005,479.21471250000025,7.217095347764002,1.0310136211091445,0.07,9.857023670291753,-5.210760575664364,1.4081462386131074,-0.7443943679520519,19
BLIGVS,2026-06-10,2026-06-22,60.0,427.5003583333334,474.61392750000005,2826.8141499999992,11.020708696092129,1.5743869565845885,0.07,13.754290615311948,-0.6667499284552458,1.964898659330278,-0.09524998977932082,12
BLIGVS,2026-06-16,2026-06-22,5.0,437.39710249999996,474.61392750000005,186.08412500000043,8.508704055715622,1.2155291508165165,0.07,11.180434717214439,3.3157278402410117,1.5972049596020628,0.47367540574871597,6
BAJCOR,2026-06-11,2026-06-23,5.0,582.5707633333333,607.41611,124.22673333333364,4.264777470895975,0.6092539244137112,0.07,7.32601760213063,-2.8015074494898595,1.0465739431615184,-0.40021534992712277,12
BAJCOR,2026-06-15,2026-06-23,30.0,606.5685233333334,607.41611,25.427599999999302,0.13973469345371914,0.01996209906481841,0.07,3.079862529628885,-4.124599673561491,0.43998036137555496,-0.5892285247944986,8
BAJCOR,2026-06-18,2026-06-23,15.0,614.8952519999999,607.41611,-112.18712999999866,-1.216327817733731,-0.17376111681910408,0.07,1.6839856815157317,-5.422915836728559,0.24056938307367592,-0.774702262389794,5
SOUBAN,2026-06-17,2026-06-23,500.0,47.978359600000005,45.80449533333333,-1086.9321333333382,-4.530926619397546,-0.6472752313425059,0.07,1.0663982767764368,-4.498610661128155,0.1523426109680624,-0.6426586658754506,6
SOUBAN,2026-06-17,2026-06-23,100.0,48.2004448,45.80449533333333,-239.59494666666714,-4.970803644257393,-0.7101148063224841,0.07,0.6007313857817387,-4.938636582872357,0.08581876939739123,-0.7055195118389082,6
SOUBAN,2026-06-17,2026-06-23,400.0,48.2004448,45.784521000000005,-966.3695199999978,-5.012243787426618,-0.7160348267752306,0.07,0.6007313857817387,-4.938636582872357,0.08581876939739123,-0.7055195118389082,6
GOOLUC,2026-06-22,2026-06-23,20.0,1506.7136699999999,1442.3071949999999,-1288.1295,-4.274632684523261,-0.6106618120747521,0.07,-1.553956167398407,-5.3303870270188565,-0.22199373819977242,-0.7614838610026936,1
HIMCHE,2026-06-04,2026-06-23,5.0,645.7824266666667,654.32872,42.73146666666662,1.323401347021269,0.1890573352887531,0.07,8.565976875348857,-1.0115522499404395,1.2237109821926937,-0.14450746427720562,19
HIMCHE,2026-06-05,2026-06-23,15.0,658.137345,654.32872,-57.129375000000095,-0.5786975969278907,-0.08267108527541263,0.07,6.527916296863534,-2.8698181532306077,0.9325594709805047,-0.4099740218900868,18
ASHMIN,2026-06-19,2026-06-23,30.0,716.4396666666667,696.5575466666667,-596.4635999999996,-2.775128308082697,-0.39644690115467107,0.07,-0.5289582421222683,-3.0972135825347413,-0.07556546316032403,-0.4424590832192487,4
DATPAT,2026-06-04,2026-06-23,1.0,4124.287133333333,4811.109399999999,686.8222666666661,16.653114695037296,2.379016385005329,0.07,17.98887523301602,0.41250441874343124,2.5698393190022886,0.058929202677633026,19
DATPAT,2026-06-05,2026-06-23,3.0,4255.638233333333,4811.109399999999,1666.4134999999987,13.05259367010574,1.8646562385865337,0.07,14.34712569983725,-2.6867470180559683,2.049589385691035,-0.38382100257942403,18
DATPAT,2026-06-11,2026-06-23,1.0,4358.151466666667,4811.109399999999,452.9579333333322,10.393349951184172,1.4847642787405955,0.07,11.657431762506265,-3.514138226678132,1.665347394643752,-0.5020197466683045,12
DATPAT,2026-06-11,2026-06-23,2.0,4358.151466666667,4795.3177000000005,874.3324666666667,10.031001370122183,1.4330001957317402,0.07,11.657431762506265,-3.514138226678132,1.665347394643752,-0.5020197466683045,12
DATPAT,2026-06-17,2026-06-23,2.0,4552.984075,4795.3177000000005,484.6672500000004,5.322523009263991,0.7603604298948555,0.07,6.879354722979114,4.75766928747714,0.9827649604255877,0.6796670410681628,6
MOTSUM,2026-05-27,2026-06-23,100.0,141.53441133333334,143.102856,156.84446666666645,1.1081719646063748,0.1583102806580532,0.07,4.652994706111913,-1.7836025243274656,0.6647135294445589,-0.2548003606182093,27
DECGOL,2026-06-02,2026-06-23,150.0,165.53396066666664,216.88517866666666,7702.682700000003,31.021560647247014,4.431651521035288,0.07,37.440075186827436,-7.517466879032075,5.348582169546776,-1.073923839861725,21
ANGBRO,2026-06-19,2026-06-23,20.0,358.3930266666667,345.85439125,-250.77270833333387,-3.4985712566133698,-0.49979589380191003,0.07,-1.0025381074192818,-4.546133840327327,-0.14321972963132598,-0.6494476914753324,4
ANGBRO,2026-06-19,2026-06-23,60.0,354.77473625,345.85439125,-535.2206999999999,-2.5143687214847388,-0.3591955316406777,0.07,0.007121067939341863,-3.572615227333553,0.0010172954199059803,-0.5103736039047932,4
INOIND,2026-06-17,2026-06-23,7.0,1886.1030066666667,1968.326057142857,575.5613533333324,4.359414633536063,0.6227735190765804,0.07,8.207239625099172,-3.907687247523284,1.172462803585596,-0.5582410353604691,6
RRKAB,2026-05-20,2026-06-23,2.0,1972.8640749999997,2362.7882916666667,779.848433333334,19.76437310647805,2.823481872354008,0.07,20.03868031303677,-1.4022291424207523,2.86266861614811,-0.2003184489172503,34
RRKAB,2026-05-29,2026-06-23,6.0,2066.45205,2362.7882916666667,1778.0174500000012,14.340339601234241,2.0486199430334633,0.07,14.602223651886813,-2.0640232131202807,2.086031950269545,-0.29486045901718294,25
RRKAB,2026-06-01,2026-06-23,4.0,2110.7169000000004,2362.7882916666667,1008.2855666666655,11.94245384905319,1.706064835579028,0.07,12.198845804475212,-4.117885255005083,1.7426922577821728,-0.5882693221435833,22
UNICAB,2026-06-18,2026-06-23,10.0,1243.76642,1268.58374,248.1732000000011,1.9953360696134625,0.2850480099447808,0.07,8.45283956130607,-0.6244275351958706,1.2075485087580098,-0.08920393359941008,5
UNICAB,2026-06-19,2026-06-23,10.0,1255.18778,1267.62174,124.3396000000007,0.9906055650095613,0.14151508071565275,0.07,7.46599206056644,0.4391550083446605,1.066570294366634,0.06273642976352291,4
UNICAB,2026-06-19,2026-06-23,5.0,1255.18778,1268.61574,67.13979999999992,1.069796903217135,0.15282812903102017,0.07,7.46599206056644,0.4391550083446605,1.066570294366634,0.06273642976352291,4
UNICAB,2026-06-22,2026-06-23,5.0,1372.90551,1268.61574,-521.4488500000004,-7.596281698949559,-1.0851830998499365,0.07,-1.7485187309066896,-8.17285014756769,-0.24978839012952705,-1.1675500210810983,1
WOCKHA,2026-06-18,2026-06-23,6.0,2081.1126266666665,2005.0514166666665,-456.36726000000044,-3.654833910734945,-0.5221191301049922,0.07,-3.2296486891399745,-4.41651381520296,-0.4613783841628534,-0.6309305450289944,5
ABB,2026-06-23,2026-06-23,6.0,7225.585666666667,7141.596866666667,-503.9328000000005,-1.1623805166058765,-0.16605435951512504,0.07,-0.9284460770584868,-0.9284460770584868,-0.1326351538654981,-0.1326351538654981,0
SUNADV,2026-06-23,2026-06-23,120.0,243.24696,236.1065133333333,-856.8536000000029,-2.9354721089491442,-0.4193531584213069,0.07,-3.42325347046476,-3.42325347046476,-0.48903621006639425,-0.48903621006639425,0
THERMA,2026-06-23,2026-06-23,6.0,4888.933283333334,4803.911,-510.13370000000214,-1.7390763670917742,-0.24843948101310986,0.07,-1.8211188039086945,-1.8211188039086945,-0.26015982912981345,-0.26015982912981345,0
ADAPOR,2026-06-10,2026-06-23,5.0,1834.2751400000002,1776.083992,-290.95574000000056,-3.1724328990251793,-0.45320469986073936,0.07,0.4265914000229909,-2.7408723426301296,0.06094162857471297,-0.39155319180430415,13
ADAPOR,2026-06-10,2026-06-23,10.0,1839.2941999999998,1776.083992,-632.1020799999974,-3.4366556475848076,-0.4909508067978291,0.07,0.15254764572194546,-3.0062727322252125,0.021792520817420776,-0.42946753317503034,13
ADAPOR,2026-06-19,2026-06-23,10.0,1846.37653,1776.083992,-702.9253799999992,-3.8070532666486967,-0.5438647523783857,0.07,-0.5999063473797528,-3.3783212138208896,-0.0857009067685361,-0.48261731626012705,4
