sym,entry,exit,qty,entry_px,exit_px,pnl,ret_pct,R,rate,mfe_pct,mae_pct,mfe_R,mae_R,hold
DIAPOW,2026-06-29,2026-07-08,50.0,210.72342592592594,233.12440800000002,1120.049103703704,10.630513420918163,1.5186447744168787,0.07,9.778966901059082,-5.615619561009632,1.3969952715798686,-0.8022313658585187,9
GLAPH,2026-06-05,2026-07-08,5.0,2288.5990666666667,2477.33342,943.6717666666664,8.246719841943474,1.178102834563354,0.07,11.421875379599044,-4.802023572732395,1.6316964827998632,-0.6860033675331992,33
GLAPH,2026-06-11,2026-07-08,5.0,2314.84738,2477.33342,812.4301999999989,7.01929817939011,1.0027568827700162,0.07,10.158450273296204,-5.881484074341015,1.4512071818994574,-0.8402120106201447,27
AZAENG,2026-07-03,2026-07-08,6.0,2113.66754,2238.82055,750.91806,5.921130340110148,0.8458757628728796,0.07,7.647014345501102,1.6763497252741955,1.0924306207858716,0.2394785321820279,5
AZAENG,2026-07-03,2026-07-08,9.0,2113.66754,2238.3402466666666,1122.0543600000005,5.898406646613252,0.8426295209447496,0.07,7.647014345501102,1.6763497252741955,1.0924306207858716,0.2394785321820279,5
AZAENG,2026-07-06,2026-07-08,6.0,2202.42635,2238.3402466666666,215.48337999999876,1.6306514252640625,0.23295020360915297,0.07,3.308789417634772,1.2247242683052662,0.4726842025192531,0.17496060975789512,2
WHEIND,2026-07-07,2026-07-08,15.0,1485.4856666666667,1435.74574,-746.0988999999995,-3.3483949244882183,-0.47834213206974535,0.07,1.9397247634163062,-3.4255239083424427,0.27710353763090084,-0.4893605583346346,1
BAJCOR,2026-06-19,2026-07-08,35.0,625.758616,618.4275342857143,-256.58785999999907,-1.171551062476417,-0.1673644374966302,0.07,-0.0812799036234102,-7.560202095563307,-0.011611414803344313,-1.080028870794758,19
MOTSUM,2026-06-22,2026-07-08,120.0,145.88185655172416,140.34799822784808,-664.062998865129,-3.7933835328685883,-0.5419119332669406,0.07,3.995111925525441,-3.586365484640741,0.5707302750750629,-0.5123379263772487,16
MOTSUM,2026-06-25,2026-07-08,100.0,147.496366,140.34799822784808,-714.8367772151914,-4.846470435855965,-0.6923529194079955,0.07,2.856771400049274,-4.6417184271509315,0.40811020000703907,-0.663102632450133,13
MOTSUM,2026-07-03,2026-07-08,175.0,149.5617114285714,140.34799822784808,-1612.3998101265834,-6.160475908383589,-0.8800679869119419,0.07,-2.1808465531829357,-5.958551385544631,-0.3115495075975622,-0.8512216265063758,5
GOOLUC,2026-07-08,2026-07-08,25.0,1494.22416,1456.25662,-949.1884999999968,-2.5409534269610456,-0.3629933467087205,0.07,-2.718746028039065,-2.718746028039065,-0.38839228971986645,-0.38839228971986645,0
CADHEA,2026-06-04,2026-07-08,5.0,1100.0103,1152.548395,262.69047500000056,4.776145732453596,0.6823065332076581,0.07,4.817200348033124,-3.509994406415995,0.6881714782904462,-0.5014277723451421,34
CADHEA,2026-06-09,2026-07-08,15.0,1104.16566,1152.548395,725.7410250000021,4.381836598685762,0.6259766569551081,0.07,4.422736711446018,-3.873119908474587,0.631819530206574,-0.5533028440677982,29
DIAPOW,2026-06-29,2026-07-08,50.0,210.72342592592594,229.032325,915.4449537037024,8.688592164646213,1.2412274520923146,0.07,9.778966901059082,-5.615619561009632,1.3969952715798686,-0.8022313658585187,9
DIAPOW,2026-06-30,2026-07-08,50.0,214.632203,229.032325,720.0060999999992,6.70920849654606,0.9584583566494366,0.07,7.779725859683784,-7.334501896716783,1.1113894085262548,-1.0477859852452545,8
BLIGVS,2026-06-23,2026-07-08,30.0,468.8116125,500.43878666666666,948.815224999999,6.746243762608728,0.9637491089441034,0.07,15.099537983394118,-1.858233087176353,2.1570768547705885,-0.2654618695966219,15
SHRTRA,2026-06-24,2026-07-08,25.0,1028.51694,1011.111888,-435.1262999999989,-1.6922474801435938,-0.24174964002051277,0.07,3.722161348164077,-1.3725529887723575,0.5317373354520109,-0.19607899839605106,14
OBEREA,2026-06-24,2026-07-08,20.0,1759.535665,1866.8147099999999,2145.5808999999954,6.097008837840168,0.8710012625485952,0.07,11.017925857160726,-0.5874086672747247,1.573989408165818,-0.08391552389638925,14
LLOST,2026-06-29,2026-07-08,200.0,85.57195750000001,82.0468445,-705.0226000000009,-4.119472199756569,-0.5884960285366523,0.07,5.618712765802969,-4.489738942807298,0.802673252257567,-0.6413912775438997,9
SHIBIM,2026-07-03,2026-07-08,10.0,785.678355,693.0559900000001,-926.2236499999995,-11.788840103657938,-1.684120014808276,0.07,1.0655308176333644,-11.439586495926834,0.15221868823333776,-1.634226642275262,5
SHIBIM,2026-07-06,2026-07-08,20.0,757.3135,693.0559900000001,-1285.1501999999982,-8.484928632594023,-1.2121326617991455,0.07,-2.358798568888565,-8.122593879549223,-0.3369712241269378,-1.1603705542213174,2
LTFINA,2026-06-24,2026-07-08,100.0,297.74832,316.409251,1866.0931000000005,6.267350559694185,0.895335794242025,0.07,12.712642677547281,-0.40246070909819576,1.8160918110781827,-0.05749438701402796,14
UNICAB,2026-06-24,2026-07-08,15.0,1262.5372733333331,1081.7803133333334,-2711.3543999999956,-14.316960284488689,-2.045280040641241,0.07,2.4286591227292265,-14.355003781776132,0.3469513032470323,-2.050714825968019,14
BHEL,2026-06-29,2026-07-08,40.0,410.42365466666666,376.73836777777774,-1347.411475555557,-8.207442847378543,-1.172491835339791,0.07,0.8957440175613618,-8.277703850734197,0.12796343108019453,-1.1825291215334566,9
BHEL,2026-07-01,2026-07-08,50.0,419.69327599999997,376.73836777777774,-2147.7454111111115,-10.234833550733901,-1.4621190786762714,0.07,-1.3684460362905604,-10.303542723424519,-0.19549229089865147,-1.4719346747749311,7
LLOMET,2026-07-02,2026-07-08,15.0,1817.4521666666667,1734.3622466666668,-1246.3487999999984,-4.571780293529959,-0.6531114705042794,0.07,-0.30549176305694203,-5.042892921620224,-0.043641680436706,-0.7204132745171747,6
GOLINT,2026-06-02,2026-07-08,5.0,439.28273,420.2389866666667,-95.2187166666667,-4.335190535110122,-0.6193129335871598,0.07,13.82191146007492,-6.5863572647165025,1.9745587800107027,-0.9409081806737861,36
GOLINT,2026-06-12,2026-07-08,25.0,454.64338666666663,420.2389866666667,-860.1099999999988,-7.5673376120665825,-1.0810482302952253,0.07,9.976305531655672,-6.5091426675395025,1.4251865045222387,-0.9298775239342146,26
BHAFOR,2026-07-08,2026-07-08,15.0,2134.5936533333334,2087.121146666667,-712.0875999999976,-2.2239598900959168,-0.3177085557279887,0.07,-1.5971964162871721,-1.5971964162871721,-0.22817091661245312,-0.22817091661245312,0
VARTEX,2026-06-02,2026-07-08,25.0,615.23613,624.034984,219.97135000000014,1.4301588562427359,0.204308408034675,0.07,8.29175458209843,-0.29031617502697227,1.1845363688712043,-0.04147373928956746,36
VARTEX,2026-06-02,2026-07-08,5.0,615.23613,624.0351800000001,43.9952500000004,1.4301907139296466,0.2043129591328055,0.07,8.29175458209843,-0.29031617502697227,1.1845363688712043,-0.04147373928956746,36
VARTEX,2026-06-04,2026-07-08,15.0,635.086095,624.0351800000001,-165.76372499999877,-1.7400656520435875,-0.24858080743479843,0.07,4.907036265689291,-3.4067971524396112,0.7010051808127558,-0.48668530749137295,34
AEQLIM,2026-06-29,2026-07-08,50.0,231.49438933333334,254.938502,1172.2056333333328,10.12729195475619,1.4467559935365994,0.07,10.64631014930515,-0.4554707940740199,1.5209014499007354,-0.06506725629628855,9
IOLCHE,2026-06-25,2026-07-08,75.0,136.350421,165.39114800000002,2178.0545250000005,21.298597237187856,3.0426567481696924,0.07,22.559210873283632,-1.9731666248394064,3.22274441046909,-0.28188094640562944,13
FEDBAN,2026-06-05,2026-07-08,60.0,304.5619666666667,323.8453816666667,1157.0048999999995,6.331524323621496,0.9045034748030705,0.07,8.86126184063909,-0.13526530287927274,1.2658945486627269,-0.01932361469703896,33
SCHBAN,2026-07-06,2026-07-08,40.0,493.49161200000003,477.42111000000006,-642.820079999999,-3.2564893929747263,-0.46521277042496034,0.07,1.764647622825244,-2.612326468479065,0.2520925175464634,-0.3731894954970092,2
PARDEF,2026-06-30,2026-07-09,9.0,1260.0318666666667,1231.4037457142856,-257.65308857142986,-2.2720156298995042,-0.32457366141421423,0.07,7.806797267243715,-3.4310137553134945,1.1152567524633876,-0.490144822187642,9
PARDEF,2026-07-02,2026-07-09,10.0,1319.75576,1231.4037457142856,-883.520142857144,-6.694573114476454,-0.9563675877823505,0.07,2.9281357332359814,-7.801122231889335,0.4183051047479973,-1.1144460331270476,7
PARDEF,2026-07-02,2026-07-09,10.0,1321.85181,1231.4037457142856,-904.4806428571428,-6.842526794717951,-0.9775038278168509,0.07,2.7649233993937816,-7.947321265914065,0.3949890570562545,-1.1353316094162949,7
PARDEF,2026-07-06,2026-07-09,6.0,1358.8030833333335,1231.4037457142856,-764.3960257142871,-9.375849906560374,-1.339407129508625,0.07,-0.02966458777415859,-10.45060061131008,-0.004237798253451227,-1.4929429444728683,3
AEQLIM,2026-06-29,2026-07-09,5.0,231.49438933333334,258.81678,136.61195333333325,11.802614631547126,1.686087804506731,0.07,11.480023659839066,-0.4554707940740199,1.6400033799770093,-0.06506725629628855,10
AEQLIM,2026-06-29,2026-07-09,45.0,234.4044166666667,258.81678,1098.5563499999987,10.414634536536372,1.4878049337909112,0.07,10.096048389304357,-1.691272170995084,1.4422926270434795,-0.24161031014215484,10
SOLIN,2026-06-30,2026-07-09,2.0,18690.8113,17129.021,-3123.580600000001,-8.355925673488562,-1.1937036676412225,0.07,0.027760699718792914,-7.013132169388503,0.0039658142455418445,-1.0018760241983575,9
BAJCOR,2026-06-19,2026-07-10,15.0,625.758616,664.9586325,588.0002475000009,6.264399002697885,0.8949141432425544,0.07,7.1099914347803495,-7.560202095563307,1.0157130621114783,-1.080028870794758,21
BAJCOR,2026-06-29,2026-07-10,25.0,600.0993166666666,664.9586325,1621.4828958333355,10.808096931955081,1.544013847422155,0.07,11.689845561397227,-0.49147142560485024,1.669977937342461,-0.07021020365783574,11
IOLCHE,2026-06-29,2026-07-13,100.0,140.789953,167.877576,2708.762300000001,19.239741489224027,2.748534498460575,0.07,21.50014710211603,1.0938614348426023,3.0714495860165756,0.1562659192632289,14
AVASOF,2026-07-06,2026-07-13,50.0,186.765308,182.730606,-201.7351000000005,-2.1603059171995787,-0.30861513102851057,0.07,-1.6091361035851515,-4.880621619514047,-0.2298765862264502,-0.697231659930578,7
MTATEC,2026-07-09,2026-07-14,2.0,7069.20865,6396.96685,-1344.4835999999996,-9.509434977562869,-1.3584907110804096,0.07,0.4497158249813449,-9.339215783367772,0.06424511785447784,-1.334173683338253,5
BAJCOR,2026-06-29,2026-07-14,5.0,600.0993166666666,611.45858,56.79631666666694,1.8928972284837808,0.27041388978339603,0.07,11.689845561397227,-1.5996213293471673,1.669977937342461,-0.22851733276388103,15
BAJCOR,2026-07-08,2026-07-14,25.0,625.0938142857143,611.45858,-340.88085714285796,-2.1813100648412465,-0.3116157235487491,0.07,7.223905385447615,-5.534179589545952,1.0319864836353736,-0.7905970842208503,6
BAJCOR,2026-07-08,2026-07-14,10.0,625.0938142857143,611.0025959999999,-140.91218285714376,-2.254256555364609,-0.3220366507663724,0.07,7.223905385447615,-5.534179589545952,1.0319864836353736,-0.7905970842208503,6
BAJCOR,2026-07-09,2026-07-14,40.0,635.97812,611.0025959999999,-999.0209600000026,-3.927104284656846,-0.561014897808121,0.07,5.388845767209727,-7.150893807478786,0.7698351096013895,-1.0215562582112552,5
STOKRA,2026-07-08,2026-07-14,25.0,795.1479519999999,772.7454566666668,-560.0623833333287,-2.817399614371785,-0.40248565919596935,0.07,0.47815604510292875,-2.9048621633122162,0.06830800644327553,-0.4149803090446023,6
STOKRA,2026-07-09,2026-07-14,5.0,799.8996366666667,772.7454566666668,-135.77089999999941,-3.3946983790562157,-0.4849569112937449,0.07,-0.11871947718640197,-3.4816413697500104,-0.016959925312343138,-0.49737733853571575,5
IOLCHE,2026-06-29,2026-07-14,75.0,143.20839866666665,176.58486666666667,2503.2351000000012,23.306222477696604,3.329460353956656,0.07,21.347631576058703,-0.6133709159832246,3.0496616537226715,-0.08762441656903207,15
IOLCHE,2026-06-30,2026-07-14,75.0,145.08146960000002,176.58486666666667,2362.754779999999,21.71428036504164,3.1020400521488045,0.07,19.780975805610378,-1.4622608978590135,2.825853686515768,-0.20889441397985906,14
ONTECH,2026-07-02,2026-07-14,60.0,294.842495,323.8453816666667,1740.1732000000027,9.836738990648787,1.4052484272355414,0.07,10.177469499435631,2.648025685713984,1.4539242142050899,0.3782893836734262,12
IOLCHE,2026-06-30,2026-07-15,50.0,145.08146960000002,171.4837533333333,1320.1141866666646,18.198246685897423,2.5997495265567756,0.07,19.780975805610378,-1.4622608978590135,2.825853686515768,-0.20889441397985906,15
IOLCHE,2026-07-09,2026-07-15,25.0,171.194016,171.4837533333333,7.243433333332661,0.16924501223998245,0.024177858891425135,0.07,1.5105574718219161,-3.2092336685413225,0.21579392454598798,-0.45846195264876033,6
LLOMET,2026-07-10,2026-07-15,15.0,1775.3675,1838.8171849999999,951.7452749999973,3.5738901945653323,0.5105557420807628,0.07,5.110632024073869,1.3649286696979512,0.7300902891534097,0.19498980995685014,5
LLOMET,2026-07-13,2026-07-15,5.0,1831.7719466666667,1838.8171849999999,35.22619166666573,0.3846132891244247,0.05494475558920334,0.07,1.8740353238732022,-0.34239779018779837,0.267719331981886,-0.04891397002682834,2
JAYMAR,2026-06-29,2026-07-15,75.0,173.668994,191.838308,1362.698550000001,10.462036764029392,1.4945766805756286,0.07,14.6894419161546,-1.7786675265706764,2.0984917023078,-0.2540953609386681,16
JAYMAR,2026-06-29,2026-07-15,25.0,173.668994,190.854872,429.64695000000006,9.895766425640717,1.4136809179486747,0.07,14.6894419161546,-1.7786675265706764,2.0984917023078,-0.2540953609386681,16
JAYMAR,2026-07-03,2026-07-15,50.0,178.14803733333335,190.854872,635.3417333333325,7.132739073005245,1.018962724715036,0.07,11.805890753269255,-3.7036823038289923,1.6865558218956076,-0.5290974719755702,12
JAYMAR,2026-07-03,2026-07-15,25.0,178.14803733333335,190.648044,312.50016666666625,7.016640123448492,1.0023771604926401,0.07,11.805890753269255,-3.7036823038289923,1.6865558218956076,-0.5290974719755702,12
JAYMAR,2026-07-07,2026-07-15,75.0,186.203756,190.648044,333.3216,2.386787514640676,0.3409696449486688,0.07,6.968841165588513,-4.287644981769323,0.995548737941216,-0.6125207116813317,8
SYRTEC,2026-06-24,2026-07-15,10.0,1396.8068533333333,1402.67652,58.69666666666717,0.4202203513434588,0.06003147876334995,0.07,3.9442208158696257,-2.921438510696883,0.5634601165528036,-0.4173483586709833,21
RASPER,2026-07-08,2026-07-15,20.0,746.76396,774.0614499999999,545.9497999999985,3.65543752272135,0.5222053603887656,0.07,4.859104341350373,-0.8455094699535204,0.6941577630500533,-0.12078706713621719,7
STOKRA,2026-07-09,2026-07-15,25.0,799.8996366666667,762.825772,-926.8466166666656,-4.634814540129117,-0.6621163628755877,0.07,-0.11871947718640197,-4.26924017730207,-0.016959925312343138,-0.6098914539002958,6
LLOMET,2026-07-13,2026-07-15,10.0,1831.7719466666667,1863.613677777778,318.4173111111136,1.7383021488594608,0.24832887840849371,0.07,1.8740353238732022,-0.34239779018779837,0.267719331981886,-0.04891397002682834,2
